Emotions,Path
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_01/03-01-06-01-02-02-01.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_01/03-01-06-02-01-01-01.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_01/03-01-06-02-01-02-01.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_01/03-01-06-02-02-01-01.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_01/03-01-06-02-02-02-01.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_01/03-01-07-01-01-01-01.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_01/03-01-07-01-01-02-01.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_01/03-01-07-01-02-01-01.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_01/03-01-07-01-02-02-01.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_01/03-01-07-02-01-01-01.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_01/03-01-07-02-01-02-01.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_01/03-01-07-02-02-01-01.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_01/03-01-07-02-02-02-01.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_01/03-01-08-01-01-01-01.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_01/03-01-08-01-01-02-01.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_01/03-01-08-01-02-01-01.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_01/03-01-08-01-02-02-01.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_01/03-01-08-02-01-01-01.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_01/03-01-08-02-01-02-01.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_01/03-01-08-02-02-01-01.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_01/03-01-08-02-02-02-01.wav
neutral,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-01-01-01-01-02.wav
neutral,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-01-01-01-02-02.wav
neutral,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-01-01-02-01-02.wav
neutral,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-01-01-02-02-02.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-02-01-01-01-02.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-02-01-01-02-02.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-02-01-02-01-02.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-02-01-02-02-02.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-02-02-01-01-02.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-02-02-01-02-02.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-02-02-02-01-02.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-02-02-02-02-02.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-03-01-01-01-02.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-03-01-01-02-02.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-03-01-02-01-02.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-03-01-02-02-02.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-03-02-01-01-02.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-03-02-01-02-02.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-03-02-02-01-02.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-03-02-02-02-02.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-04-01-01-01-02.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-04-01-01-02-02.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-04-01-02-01-02.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-04-01-02-02-02.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-04-02-01-01-02.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-04-02-01-02-02.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-04-02-02-01-02.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-04-02-02-02-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-05-01-01-01-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-05-01-01-02-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-05-01-02-01-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-05-01-02-02-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-05-02-01-01-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-05-02-01-02-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-05-02-02-01-02.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-05-02-02-02-02.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-06-01-01-01-02.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-06-01-01-02-02.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-06-01-02-01-02.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-06-01-02-02-02.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-06-02-01-01-02.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-06-02-01-02-02.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-06-02-02-01-02.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-06-02-02-02-02.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-07-01-01-01-02.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-07-01-01-02-02.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-07-01-02-01-02.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-07-01-02-02-02.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-07-02-01-01-02.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-07-02-01-02-02.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-07-02-02-01-02.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-07-02-02-02-02.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-08-01-01-01-02.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-08-01-01-02-02.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-08-01-02-01-02.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-08-01-02-02-02.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-08-02-01-01-02.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-08-02-01-02-02.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-08-02-02-01-02.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_02/03-01-08-02-02-02-02.wav
neutral,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-01-01-01-01-03.wav
neutral,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-01-01-01-02-03.wav
neutral,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-01-01-02-01-03.wav
neutral,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-01-01-02-02-03.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-02-01-01-01-03.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-02-01-01-02-03.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-02-01-02-01-03.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-02-01-02-02-03.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-02-02-01-01-03.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-02-02-01-02-03.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-02-02-02-01-03.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-02-02-02-02-03.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-03-01-01-01-03.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-03-01-01-02-03.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-03-01-02-01-03.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-03-01-02-02-03.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-03-02-01-01-03.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-03-02-01-02-03.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-03-02-02-01-03.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-03-02-02-02-03.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-04-01-01-01-03.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-04-01-01-02-03.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-04-01-02-01-03.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-04-01-02-02-03.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-04-02-01-01-03.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-04-02-01-02-03.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-04-02-02-01-03.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-04-02-02-02-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-05-01-01-01-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-05-01-01-02-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-05-01-02-01-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-05-01-02-02-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-05-02-01-01-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-05-02-01-02-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-05-02-02-01-03.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-05-02-02-02-03.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-06-01-01-01-03.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-06-01-01-02-03.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-06-01-02-01-03.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-06-01-02-02-03.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-06-02-01-01-03.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-06-02-01-02-03.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-06-02-02-01-03.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-06-02-02-02-03.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-07-01-01-01-03.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-07-01-01-02-03.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-07-01-02-01-03.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-07-01-02-02-03.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-07-02-01-01-03.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-07-02-01-02-03.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-07-02-02-01-03.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-07-02-02-02-03.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-08-01-01-01-03.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-08-01-01-02-03.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-08-01-02-01-03.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-08-01-02-02-03.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-08-02-01-01-03.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-08-02-01-02-03.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-08-02-02-01-03.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_03/03-01-08-02-02-02-03.wav
neutral,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-01-01-01-01-04.wav
neutral,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-01-01-01-02-04.wav
neutral,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-01-01-02-01-04.wav
neutral,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-01-01-02-02-04.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-02-01-01-01-04.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-02-01-01-02-04.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-02-01-02-01-04.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-02-01-02-02-04.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-02-02-01-01-04.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-02-02-01-02-04.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-02-02-02-01-04.wav
calm,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-02-02-02-02-04.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-03-01-01-01-04.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-03-01-01-02-04.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-03-01-02-01-04.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-03-01-02-02-04.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-03-02-01-01-04.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-03-02-01-02-04.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-03-02-02-01-04.wav
happy,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-03-02-02-02-04.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-04-01-01-01-04.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-04-01-01-02-04.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-04-01-02-01-04.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-04-01-02-02-04.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-04-02-01-01-04.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-04-02-01-02-04.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-04-02-02-01-04.wav
sad,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-04-02-02-02-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-05-01-01-01-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-05-01-01-02-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-05-01-02-01-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-05-01-02-02-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-05-02-01-01-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-05-02-01-02-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-05-02-02-01-04.wav
angry,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-05-02-02-02-04.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-06-01-01-01-04.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-06-01-01-02-04.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-06-01-02-01-04.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-06-01-02-02-04.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-06-02-01-01-04.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-06-02-01-02-04.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-06-02-02-01-04.wav
fear,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-06-02-02-02-04.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-07-01-01-01-04.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-07-01-01-02-04.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-07-01-02-01-04.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-07-01-02-02-04.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-07-02-01-01-04.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-07-02-01-02-04.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-07-02-02-01-04.wav
disgust,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-07-02-02-02-04.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-08-01-01-01-04.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-08-01-01-02-04.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-08-01-02-01-04.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-08-01-02-02-04.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-08-02-01-01-04.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-08-02-01-02-04.wav
surprise,/mnt/d/Datasets/SpeechEmotionRecognition/RAVDESS/Actor_04/03-01-08-02-02-01-04.wav
